Time,Visitor ID,URL,Referer,Keyword,Rank,City,Country
2025-03-23 20:40:38 +0000,9,https://berklee.academia.edu/PabloCohen?swp=rr-ac-128365419,https://www.academia.edu/,"","",Los Angeles,the United States
2025-03-23 20:40:49 +0000,9,https://www.academia.edu/128365585/THE_ARCHITECTS_OF_CONTROL_A_FACTUAL_ANALYSIS_OF_POWER_TECHNOLOGY_AND_CONSEQUENCE,https://berklee.academia.edu/,"","",Los Angeles,the United States
2025-03-23 20:42:39 +0000,9,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",Los Angeles,the United States
2025-03-23 20:42:50 +0000,9,https://www.academia.edu/128365419/Email_to_Professor_Martin_Bridson_President_of_Clay_Mathematics_Institute_Subject_IRREFUTABLE_EVIDENCE_IBM_Quantum_Computer_Verification_of_All_Six_Millennium_Problem_Solutions,https://berklee.academia.edu/,"","",Los Angeles,the United States
2025-03-23 21:23:14 +0000,9,https://www.academia.edu/128365796/The_Fractal_Resonance_Framework_Unified_Solutions_to_the_Millennium_Prize_Problems?source=swp_share,https://t.co/,"","",Los Angeles,the United States
2025-03-23 21:26:13 +0000,9,https://www.academia.edu/128365585/THE_ARCHITECTS_OF_CONTROL_A_FACTUAL_ANALYSIS_OF_POWER_TECHNOLOGY_AND_CONSEQUENCE,,"","",Los Angeles,the United States
2025-03-23 21:48:46 +0000,10,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",San Antonio,the United States
2025-03-23 22:39:12 +0000,11,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Seffner,the United States
2025-03-23 22:45:47 +0000,12,https://berklee.academia.edu/PabloCohen,https://www.linkedin.com/,"","",Chicago,the United States
2025-03-23 23:00:26 +0000,12,https://www.academia.edu/128190398/The_Timeless_Field_A_Fractal_Resonance_Ontology_Unified_Framework_for_Quantum_Reality_Through_the_Timeless_Field_%CE%A6_A_Researcher,https://berklee.academia.edu/,"","",Chicago,the United States
2025-03-23 23:02:29 +0000,12,https://www.academia.edu/128365419/Email_to_Professor_Martin_Bridson_President_of_Clay_Mathematics_Institute_Subject_IRREFUTABLE_EVIDENCE_IBM_Quantum_Computer_Verification_of_All_Six_Millennium_Problem_Solutions,https://berklee.academia.edu/,"","",Chicago,the United States
2025-03-23 23:05:00 +0000,13,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Warsaw,Poland
2025-03-24 00:07:56 +0000,14,https://berklee.academia.edu/PabloCohen,https://www.linkedin.com/,"","",Westbrook,the United States
2025-03-24 04:45:13 +0000,15,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Brisbane,Australia
2025-03-24 07:13:44 +0000,16,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Budapest,Hungary
2025-03-24 09:15:28 +0000,17,https://berklee.academia.edu/PabloCohen,https://xluxx.net/,"","",Greenwich,the United Kingdom
2025-03-24 09:15:44 +0000,17,https://www.academia.edu/128365585/THE_ARCHITECTS_OF_CONTROL_A_FACTUAL_ANALYSIS_OF_POWER_TECHNOLOGY_AND_CONSEQUENCE,https://berklee.academia.edu/,"","",Greenwich,the United Kingdom
2025-03-24 09:16:08 +0000,17,https://www.academia.edu/128190398/The_Timeless_Field_A_Fractal_Resonance_Ontology_Unified_Framework_for_Quantum_Reality_Through_the_Timeless_Field_%CE%A6_A_Researcher,https://berklee.academia.edu/,"","",Greenwich,the United Kingdom
2025-03-24 09:20:13 +0000,18,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",Rome,Italy
2025-03-24 15:10:31 +0000,19,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",Bochum,Germany
2025-03-24 17:07:33 +0000,20,https://berklee.academia.edu/PabloCohen,https://www.google.com/,,,Budapest,Hungary
2025-03-24 17:08:23 +0000,20,https://www.academia.edu/s/e3b9589ef5?source=work,https://berklee.academia.edu/,"","",Budapest,Hungary
2025-03-24 17:08:53 +0000,20,https://www.academia.edu/128190398/The_Timeless_Field_A_Fractal_Resonance_Ontology_Unified_Framework_for_Quantum_Reality_Through_the_Timeless_Field_%CE%A6_A_Researcher,https://berklee.academia.edu/,"","",Budapest,Hungary
2025-03-24 18:32:43 +0000,3,https://berklee.academia.edu/PabloCohen,,"","",Mexico City,Mexico
2025-03-24 19:39:48 +0000,11,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Seffner,the United States
2025-03-24 21:28:26 +0000,21,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Campbell,the United States
2025-03-25 17:11:11 +0000,22,https://www.academia.edu/s/e3b9589ef5,https://www.academia.edu/Notifications?from_navbar=true&trigger=acct-mnu-btn,"","",Sedro-Woolley,the United States
2025-03-25 20:24:09 +0000,9,https://www.academia.edu/128365796/The_Fractal_Resonance_Framework_Unified_Solutions_to_the_Millennium_Prize_Problems?source=swp_share,https://t.co/,"","",Los Angeles,the United States
2025-03-25 20:24:32 +0000,9,https://www.academia.edu/128365796/The_Fractal_Resonance_Framework_Unified_Solutions_to_the_Millennium_Prize_Problems?source=swp_share,https://t.co/,"","",Los Angeles,the United States
2025-03-25 20:24:40 +0000,9,https://berklee.academia.edu/PabloCohen?swp=rr-ac-128365796,https://www.academia.edu/,"","",Los Angeles,the United States
2025-03-25 23:37:25 +0000,23,https://www.academia.edu/128190398/The_Timeless_Field_A_Fractal_Resonance_Ontology_Unified_Framework_for_Quantum_Reality_Through_the_Timeless_Field_%CE%A6_A_Researcher,https://www.google.com/,,,Portland,the United States
2025-03-26 02:28:30 +0000,23,https://www.academia.edu/128190398/The_Timeless_Field_A_Fractal_Resonance_Ontology_Unified_Framework_for_Quantum_Reality_Through_the_Timeless_Field_%CE%A6_A_Researcher,https://www.google.com/,,,Portland,the United States
2025-03-26 17:04:17 +0000,24,https://www.academia.edu/128365585/THE_ARCHITECTS_OF_CONTROL_A_FACTUAL_ANALYSIS_OF_POWER_TECHNOLOGY_AND_CONSEQUENCE,https://berklee.academia.edu/,"","",Delray Beach,the United States
2025-03-26 17:05:40 +0000,25,https://www.academia.edu/128365585/THE_ARCHITECTS_OF_CONTROL_A_FACTUAL_ANALYSIS_OF_POWER_TECHNOLOGY_AND_CONSEQUENCE?source=swp_share&fbclid=IwZXh0bgNhZW0CMTEAAR0yal6sDrVycRiF3sxgJBfW_SyYI7FQLNtIXqLggWrGeX5D6BCXRUnGDzQ_aem_WdAasgjnHu2wC12qJQZrog,https://www.facebook.com/,"","",Forest City,the United States
2025-03-27 12:52:19 +0000,26,https://pablocohen.academia.edu/,https://www.google.com/,,,Saint Charles,the United States
2025-03-27 12:52:19 +0000,26,https://pablocohen.academia.edu/,,"","",Saint Charles,the United States
2025-03-27 22:03:21 +0000,3,https://berklee.academia.edu/PabloCohen,,"","",Mexico City,Mexico
2025-03-28 00:16:16 +0000,9,https://www.academia.edu/128365796/The_Fractal_Resonance_Framework_Unified_Solutions_to_the_Millennium_Prize_Problems?source=swp_share,https://t.co/,"","",Los Angeles,the United States
2025-03-28 00:17:08 +0000,9,https://www.academia.edu/128365796/The_Fractal_Resonance_Framework_Unified_Solutions_to_the_Millennium_Prize_Problems?source=swp_share,https://t.co/,"","",Los Angeles,the United States
2025-03-28 00:17:15 +0000,9,https://berklee.academia.edu/PabloCohen?swp=rr-ac-128365796,https://www.academia.edu/,"","",Los Angeles,the United States
2025-03-28 03:27:25 +0000,27,https://berklee.academia.edu/PabloCohen,,"","",Ecatepec,Mexico
2025-03-28 11:59:22 +0000,26,https://pablocohen.academia.edu/research,https://www.google.com/,,,Saint Charles,the United States
2025-03-28 11:59:24 +0000,26,https://pablocohen.academia.edu/research,,"","",Saint Charles,the United States
2025-03-28 19:41:00 +0000,9,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",Los Angeles,the United States
2025-03-28 19:41:08 +0000,9,https://www.academia.edu/128468852/The_Timeless_Field,https://berklee.academia.edu/,"","",Los Angeles,the United States
2025-03-28 20:26:23 +0000,9,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",Los Angeles,the United States
2025-03-28 21:23:13 +0000,28,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Thessaloniki,Greece
2025-03-28 21:24:26 +0000,28,https://www.academia.edu/s/e3b9589ef5?source=ai_email,,"","",Thessaloniki,Greece
2025-03-29 06:57:54 +0000,29,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR3lqIYyqW3wH8n2vlTiXJ3oYiT7tZzqfSQOPbbkCZeEpDGHHNMTHnGRohk_aem_4GKBbD8hVwEtCT2kkZF2zQ,https://www.facebook.com/,"","",Altoona,the United States
2025-03-29 11:47:03 +0000,30,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking?fbclid=IwZXh0bgNhZW0CMTEAAR0dAcZzd3THQDnFPpY98aIEl-iKg55dWQwVu5YLky0Fg01-mhP_VBh-p7g_aem_rXvSBHRyk_9Gy7HHIGwPZQ,https://www.facebook.com/,"","",Fort Worth,the United States
2025-03-29 18:05:01 +0000,31,https://berklee.academia.edu/PabloCohen,,"","",Bardejov,Slovakia
2025-03-29 18:27:45 +0000,3,https://berklee.academia.edu/PabloCohen,,"","",Mexico City,Mexico
2025-03-29 19:22:52 +0000,9,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,https://t.co/,"","",Los Angeles,the United States
2025-03-29 19:24:49 +0000,9,https://berklee.academia.edu/PabloCohen?swp=rr-ac-128492078,,"","",Los Angeles,the United States
2025-03-29 19:31:42 +0000,9,https://berklee.academia.edu/PabloCohen,,"","",Los Angeles,the United States
2025-03-29 19:31:45 +0000,9,https://berklee.academia.edu/PabloCohen/Network?tab=followers,https://berklee.academia.edu/PabloCohen,"","",Los Angeles,the United States
2025-03-29 19:32:00 +0000,9,https://berklee.academia.edu/PabloCohen/Network?tab=followers,https://berklee.academia.edu/PabloCohen,"","",Los Angeles,the United States
2025-03-29 19:32:10 +0000,9,https://berklee.academia.edu/PabloCohen/Network?tab=followers,https://berklee.academia.edu/PabloCohen,"","",Los Angeles,the United States
2025-03-30 13:32:24 +0000,32,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,https://www.linkedin.com/,"","",Saint Charles,the United States
2025-03-30 17:55:49 +0000,33,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR3adgcDI3gNFiFbUZcmb4PxYZiuaUVt1QL0VWSUhg4KkTOaLZjsZ9EABJc_aem_jc9zljYvz5BsNeBlW5i5ag,http://m.facebook.com/,"","",Miguel Hidalgo,Mexico
2025-03-30 19:32:25 +0000,3,https://berklee.academia.edu/PabloCohen,,"","",Mexico City,Mexico
2025-03-30 19:32:28 +0000,3,https://berklee.academia.edu/PabloCohen,,"","",Mexico City,Mexico
2025-03-31 00:49:43 +0000,34,https://berklee.academia.edu/PabloCohen,,"","",Bhopal,India
2025-03-31 03:09:35 +0000,35,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,https://www.linkedin.com/,"","",Tucson,the United States
2025-03-31 07:21:55 +0000,36,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,https://www.linkedin.com/,"","",Jersey City,the United States
2025-03-31 17:51:40 +0000,37,https://www.academia.edu/128365419/Email_to_Professor_Martin_Bridson_President_of_Clay_Mathematics_Institute_Subject_IRREFUTABLE_EVIDENCE_IBM_Quantum_Computer_Verification_of_All_Six_Millennium_Problem_Solutions,https://berklee.academia.edu/,"","",Delray Beach,the United States
2025-03-31 18:20:04 +0000,12,https://pablocohen.academia.edu/,https://www.google.com/,,,Kansas City,the United States
2025-03-31 18:20:06 +0000,12,https://pablocohen.academia.edu/,,"","",Kansas City,the United States
2025-03-31 19:53:52 +0000,38,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Leeds,the United Kingdom
2025-03-31 19:54:28 +0000,39,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Leeds,the United Kingdom
2025-03-31 20:29:43 +0000,39,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Leeds,the United Kingdom
2025-04-01 01:13:22 +0000,40,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Rehoboth,the United States
2025-04-01 01:53:28 +0000,3,https://berklee.academia.edu/PabloCohen,,"","",Mexico City,Mexico
2025-04-01 08:41:14 +0000,41,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR1IPzvocpZKjHevtk92oWo3z0F7CXl8dsdkcmQexre5tdOiYDt0pPZCSAc_aem_xKgUNty5OHrK8sjJq2lddQ,https://www.facebook.com/,"","",Prineville,the United States
2025-04-01 11:25:43 +0000,42,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR0IPVc-4zGHaQ4xrOrYrUnysHCPBB9MHz16LV_1BV6b4H9ILt8KAk6JXE0_aem_1RKKmteP7caKMhNqIxKsYg,http://m.facebook.com/,"","",Quincy-Voisins,France
2025-04-01 13:19:42 +0000,43,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,,"","",Ankara,Turkey
2025-04-01 13:19:55 +0000,43,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,,"","",Ankara,Turkey
2025-04-01 13:44:10 +0000,44,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJYzPdleHRuA2FlbQIxMQABHTSQCNciI4Bx-fLJtRv8xrZl8Lrmk2OOLnczjjOe2Gu8cxdVeHPVQaHeKg_aem_tsay71qUA6fSr_dG-PYLvQ,https://lm.facebook.com/,"","",Tijuana,Mexico
2025-04-01 16:51:04 +0000,45,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJY-MNleHRuA2FlbQIxMQABHRKB1lCsRD1G4y3C8N1EdTn-pfA-ETJHgo3ATRgfiIDXY4K_Y5DLD05u6w_aem_df544FleqkNceeX0pJYcKA,https://lm.facebook.com/,"","",Nancy,France
2025-04-01 17:23:19 +0000,46,https://pablocohen.academia.edu/,,"","",Fort Lauderdale,the United States
2025-04-01 22:07:23 +0000,47,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR1ZQlhy05ejcFiJ88fkxvuBlOUk5HuY5eNrvEyOzEB5YbWRhphCaLQLW0s_aem_dX_a2X8hSadFOGCI1jPnYg,http://m.facebook.com/,"","",Fairfax,the United States
2025-04-01 22:08:29 +0000,48,https://www.academia.edu/128468852/The_Timeless_Field,https://www.academia.edu/RegisterToDownload/nonAcademicFlow/RedirectToSWP,"","",Fairfax,the United States
2025-04-02 00:40:44 +0000,9,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,https://www.academia.edu/?from_navbar=true&trigger=nav,"","",Los Angeles,the United States
2025-04-02 00:40:48 +0000,9,https://berklee.academia.edu/PabloCohen?swp=tc-au-128492078,https://www.academia.edu/,"","",Los Angeles,the United States
2025-04-02 02:35:15 +0000,49,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",,Japan
2025-04-02 02:35:36 +0000,49,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,https://berklee.academia.edu/,"","",,Japan
2025-04-02 02:55:49 +0000,49,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",,Japan
2025-04-02 02:56:07 +0000,49,https://www.academia.edu/128492078/Empirical_Validation_of_the_Timeless_Field_%CE%A6_via_Fractal_Resonance_Benchmarking,https://berklee.academia.edu/,"","",,Japan
2025-04-02 04:52:45 +0000,50,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJZoepleHRuA2FlbQIxMQABHcHahDfTm-oMaTif4w3N5LvpPDhf4_Vr2THFgMp0t3cJDD99aQ5n6gk7bQ_aem_l3qxKCZV2weMIwAJzBCp1A,https://lm.facebook.com/,"","",Warsaw,Poland
2025-04-02 05:52:06 +0000,51,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJZr9NleHRuA2FlbQIxMQABHYpU8r2-PVDveaOtwxqbuGPU1TUnYIgdTkZguZ0hPOApHniJ2W4up0T07A_aem_AHYo7ooOSQbJ5d9eysMEDw,https://lm.facebook.com/,"","",Aveiro,Portugal
2025-04-02 05:53:00 +0000,51,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJZr9NleHRuA2FlbQIxMQABHYpU8r2-PVDveaOtwxqbuGPU1TUnYIgdTkZguZ0hPOApHniJ2W4up0T07A_aem_AHYo7ooOSQbJ5d9eysMEDw,https://lm.facebook.com/,"","",Aveiro,Portugal
2025-04-02 12:01:20 +0000,52,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJaBlxleHRuA2FlbQIxMQABHYuIzyJtbx1h4lcK5QRsYtnjiKCxRoosv__1uyB-MsLtGPB_rOoEjMBeYg_aem_sYV6oPqnHPo0B65fm7A4gA,https://lm.facebook.com/,"","",Alamosa,the United States
2025-04-02 13:54:50 +0000,53,https://www.academia.edu/128468852/The_Timeless_Field,android-app://com.google.android.googlequicksearchbox/,"","",Roxboro,the United States
2025-04-02 13:55:57 +0000,53,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",Roxboro,the United States
2025-04-02 13:56:04 +0000,54,https://berklee.academia.edu/PabloCohen,,"","",Cedar Rapids,the United States
2025-04-02 13:58:13 +0000,55,https://www.academia.edu/128468852/The_Timeless_Field,https://www.academia.edu/RegisterToDownload/nonAcademicFlow/RedirectToSWP?auto=download,"","",Roxboro,the United States
2025-04-02 14:19:07 +0000,56,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Portland,the United States
2025-04-02 14:35:38 +0000,57,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJaKoVleHRuA2FlbQIxMQABHT7jDkLgeKuXknqKBasEFyr52v3QqUAcSDYfSlpHG4kbw_gQRRgfBazelw_aem_AppXSp0eC7XnF3MlQtaEkA,https://lm.facebook.com/,"","",Melbourne,Australia
2025-04-02 14:38:40 +0000,57,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJaKoVleHRuA2FlbQIxMQABHT7jDkLgeKuXknqKBasEFyr52v3QqUAcSDYfSlpHG4kbw_gQRRgfBazelw_aem_AppXSp0eC7XnF3MlQtaEkA,https://lm.facebook.com/,"","",Melbourne,Australia
2025-04-02 14:40:46 +0000,57,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJaK7tleHRuA2FlbQIxMQABHdD_RFDnbhMAckIafQIxZdiucS-y8_41raZHbTvjb3mN41Svy_BtiJ7UrQ_aem_jkaFfTCunuJU4dtxa9QzcA,https://l.facebook.com/,"","",Melbourne,Australia
2025-04-02 15:26:06 +0000,58,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJaNlpleHRuA2FlbQIxMQABHSPktOb3zepGb6pWqW2ZID2WnpEAxl80EwgbdOaRj6KRq0oMK18UGWsd5w_aem_ZQlRXsGKyxbZioqIEuGwFA,https://lm.facebook.com/,"","",,Italy
2025-04-02 15:39:05 +0000,59,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJaOWdleHRuA2FlbQIxMQABHduO8tUwIaxbfCPpY9xDvBRVNvqeQtZz4H4Lr3U4iRgEGcE1gXsReWS0QA_aem_gHUX6mr7VnRzulmcW_amcQ,https://lm.facebook.com/,"","",MezÅ‘tÃºr,Hungary
2025-04-02 16:11:31 +0000,60,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Rathdrum,the United States
2025-04-02 19:02:55 +0000,61,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR09x1HyXR6i60ioRyRBc5_hvGlpZJ2Bh54RUFbTyhXumiYJwlc9k0dI-Zc_aem_7nCWY51WsjYhL4J-p_Yqzg,http://m.facebook.com/,"","",Westlake,the United States
2025-04-02 19:25:54 +0000,62,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJabpBleHRuA2FlbQIxMQABHVLlgLvoht6AY1Dw7psJAm3_xhNBNnOsbNy86G6nJxh71Ar4SwNn-2ITYA_aem_qlIvR3QkH59BaFiGmQqyUw,https://lm.facebook.com/,"","",Valkenswaard,the Netherlands
2025-04-02 19:50:06 +0000,63,https://www.academia.edu/128468852/The_Timeless_Field,https://l.facebook.com/,"","",Rockford,the United States
2025-04-02 19:51:18 +0000,64,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR19e7D99kmaozxv3OYPBxu0A7AZ0S9nH0_bhjVl9uhOksDCcr9OJ0Tp32k_aem_3k2jAl3TwNpGOTXHwgC1gg,https://www.facebook.com/,"","",Forest City,the United States
2025-04-02 20:44:49 +0000,65,https://www.academia.edu/128468852/The_Timeless_Field,https://l.facebook.com/,"","",Homer,the United States
2025-04-03 02:34:39 +0000,66,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJa0wlleHRuA2FlbQIxMQABHRrH_CX-2pPftaCjtzB0g2i-47X0J7rvPlUIwakI9wF8qG5vjqwGjz3cHQ_aem_Jsc-SEpzcqKkzEivz-bmtw,https://lm.facebook.com/,"","",Johannesburg,South Africa
2025-04-03 03:30:39 +0000,67,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJa4C1leHRuA2FlbQIxMAABHYe5v6CDazM84kTkLnOfjlOwY6VtgmL1rcbpJAUUsW9VU1BjJno3LdIPOw_aem_ml-uTihAtxwa3DwzAz1cAw,https://l.facebook.com/,"","",Las Vegas,the United States
2025-04-03 03:46:17 +0000,49,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",,Japan
2025-04-03 04:30:32 +0000,65,https://www.academia.edu/128468852/The_Timeless_Field,https://l.facebook.com/,"","",Homer,the United States
2025-04-03 05:53:03 +0000,68,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwZXh0bgNhZW0CMTEAAR3x5KojeQee70msAqYYguqXDaF3WqEsf-CxkzLepeg3wh6_ROt2gD_U7Yw_aem_gRMpYRqb2r1xXOleDKhwHQ,http://m.facebook.com/,"","",,the United Kingdom
2025-04-03 11:01:15 +0000,69,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Los Angeles,the United States
2025-04-03 11:03:14 +0000,70,https://www.academia.edu/128468852/The_Timeless_Field,https://www.academia.edu/128468852/The_Timeless_Field,"","",Los Angeles,the United States
2025-04-03 12:39:56 +0000,71,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJbYOpleHRuA2FlbQIxMQABHWS53rnRxEVG8N7A2z65R2WwqF5nFJ_Iuf015Me1hqE8xiMzIIiumuVQwA_aem_ODY2GSSoIWIfwSa3VOOD9A,https://lm.facebook.com/,"","",Culpeper,the United States
2025-04-03 13:32:13 +0000,72,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Stillwater,the United States
2025-04-03 14:00:37 +0000,73,https://www.academia.edu/128468852/The_Timeless_Field?fbclid=IwY2xjawJbc9NleHRuA2FlbQIxMAABHUH98b8Awnv_n8EmG8yj9VL5_7RNOZDQhgv0-jZajGePZynyAGiFqQUkVA_aem_obedOhf4U-MgzskH0AwWeQ,https://l.facebook.com/,"","",Waterbury,the United States
2025-04-03 15:02:42 +0000,74,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Cle Elum,the United States
2025-04-03 17:04:40 +0000,75,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Pensacola,the United States
2025-04-03 17:38:50 +0000,76,https://berklee.academia.edu/PabloCohen,,"","",Delray Beach,the United States
2025-04-03 17:49:03 +0000,76,https://www.academia.edu/128468852/The_Timeless_Field,https://berklee.academia.edu/,"","",Delray Beach,the United States
2025-04-03 19:11:36 +0000,77,https://www.academia.edu/128468852/The_Timeless_Field,,"","",Cambridge,the United States
2025-04-03 19:15:37 +0000,78,https://berklee.academia.edu/PabloCohen,https://www.academia.edu/,"","",Cambridge,the United States
2025-04-03 19:15:59 +0000,78,https://www.academia.edu/128468852/The_Timeless_Field,https://berklee.academia.edu/,"","",Cambridge,the United States
2025-04-03 19:16:18 +0000,78,https://berklee.academia.edu/PabloCohen,,"","",Cambridge,the United States
